Модель,Серия,Год,Объем двигателя (л),Топливо,Привод,Мощность (л.с.),Пробег (км),КПП,Цена (₽),Ссылка
"BMW 5 серия 2.0 AT, 2018, 87 000 км",5-Series,2018,2.0,бензин,полный,249,87000,,3500000,https://www.avito.ru/kaspiysk/avtomobili/bmw_5_seriya_2.0_at_2018_87_000_km_4777465141?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2012, 230 000 км",3-Series,2012,2.0,бензин,задний,184,230000,,1870000,https://www.avito.ru/chelyabinsk/avtomobili/bmw_3_seriya_2.0_at_2012_230_000_km_4553365657?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2014, 117 000 км",3-Series,2014,2.0,бензин,полный,184,117000,,2150000,https://www.avito.ru/novotitarovskaya/avtomobili/bmw_3_seriya_2.0_at_2014_117_000_km_4730811624?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия GT 4.4 AT, 2010, 155 000 км",5-Series,2010,4.4,бензин,полный,407,155000,,750000,https://www.avito.ru/samara/avtomobili/bmw_5_seriya_gt_4.4_at_2010_155_000_km_4091431679?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X7 3.0 AT, 2022, 51 000 км",X7,2022,3.0,бензин,полный,340,51000,,6950000,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2022_51_000_km_4591039257?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 7 серия 4.4 AT, 2014, 137 000 км",7-Series,2014,4.4,бензин,полный,450,137000,,1580000,https://www.avito.ru/mahachkala/avtomobili/bmw_7_seriya_4.4_at_2014_137_000_km_7245027086?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X3 2.0 AT, 2013, 41 000 км",X3,2013,2.0,бензин,полный,184,41000,,2190000,https://www.avito.ru/ufa/avtomobili/bmw_x3_2.0_at_2013_41_000_km_4554506248?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия 3.0 AT, 2010, 192 000 км",5-Series,2010,3.0,бензин,задний,258,192000,,2250000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_5_seriya_3.0_at_2010_192_000_km_3991975327?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X6 3.0 AT, 2014, 200 000 км",X6,2014,3.0,дизель,полный,245,200000,,2270000,https://www.avito.ru/vladikavkaz/avtomobili/bmw_x6_3.0_at_2014_200_000_km_4333524485?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X4 2.0 AT, 2015, 98 000 км",X4,2015,2.0,бензин,полный,184,98000,,2200000,https://www.avito.ru/berezniki/avtomobili/bmw_x4_2.0_at_2015_98_000_km_4677999524?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 1.5 AT, 2018, 66 000 км",3-Series,2018,1.5,бензин,задний,136,66000,,2070000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2018_66_000_km_7218109250?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X3 3.0 AT, 2020, 68 000 км",X3,2020,3.0,дизель,полный,326,68000,,4990000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x3_3.0_at_2020_68_000_km_7239663985?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2016, 203 000 км",3-Series,2016,2.0,бензин,задний,184,203000,,2190000,https://www.avito.ru/starye_atagi/avtomobili/bmw_3_seriya_2.0_at_2016_203_000_km_4938117455?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X6 3.0 AT, 2016, 211 000 км",X6,2016,3.0,дизель,полный,249,211000,,3700000,https://www.avito.ru/odintsovo/avtomobili/bmw_x6_3.0_at_2016_211_000_km_3685278725?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X3 2.0 AT, 2012, 75 000 км",X3,2012,2.0,бензин,полный,184,75000,,2500000,https://www.avito.ru/novyy_urengoy/avtomobili/bmw_x3_2.0_at_2012_75_000_km_7260836057?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 7 серия 4.4 AT, 2014, 86 000 км",7-Series,2014,4.4,бензин,полный,450,86000,,2230000,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2014_86_000_km_4604655153?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия 2.0 AT, 2013, 262 000 км",5-Series,2013,2.0,бензин,задний,184,262000,,1800000,https://www.avito.ru/groznyy/avtomobili/bmw_5_seriya_2.0_at_2013_262_000_km_7218024471?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия 2.0 AT, 2012, 223 177 км",5-Series,2012,2.0,дизель,задний,184,223177,,1630000,https://www.avito.ru/kostroma/avtomobili/bmw_5_seriya_2.0_at_2012_223_177_km_7253510070?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X1 2.0 AT, 2018, 54 500 км",X1,2018,2.0,бензин,полный,192,54500,,2900000,https://www.avito.ru/podolsk/avtomobili/bmw_x1_2.0_at_2018_54_500_km_7207137023?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X6 3.0 AT, 2020, 59 500 км",X6,2020,3.0,дизель,полный,249,59500,,8150000,https://www.avito.ru/tula/avtomobili/bmw_x6_3.0_at_2020_59_500_km_7235064142?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X3 2.0 AT, 2019, 99 000 км",X3,2019,2.0,дизель,полный,190,99000,,2999000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_99_000_km_4762824621?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2021, 85 000 км",3-Series,2021,2.0,дизель,полный,190,85000,,3920000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2021_85_000_km_7253523749?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2015, 142 000 км",3-Series,2015,2.0,бензин,полный,184,142000,,1599000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2015_142_000_km_4589039291?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия 3.0 AT, 2010, 325 000 км",5-Series,2010,3.0,дизель,задний,245,325000,,1700000,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_3.0_at_2010_325_000_km_7255544984?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 7 серия 4.4 AT, 2010, 222 280 км",7-Series,2010,4.4,бензин,задний,407,222280,,1250000,https://www.avito.ru/mahachkala/avtomobili/bmw_7_seriya_4.4_at_2010_222_280_km_4696422466?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW M4 3.0 AT, 2021, 25 000 км",M4,2021,3.0,бензин,задний,510,25000,,5500000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_m4_3.0_at_2021_25_000_km_4570046203?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X5 4.4 AT, 2013, 165 000 км",X5,2013,4.4,бензин,полный,450,165000,,2600000,https://www.avito.ru/noginsk/avtomobili/bmw_x5_4.4_at_2013_165_000_km_7252278491?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X1 2.0 AT, 2019, 65 800 км",X1,2019,2.0,бензин,полный,231,65800,,2780000,https://www.avito.ru/reutov/avtomobili/bmw_x1_2.0_at_2019_65_800_km_7198992195?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия 2.0 AT, 2012, 235 500 км",5-Series,2012,2.0,бензин,задний,245,235500,,1400000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2012_235_500_km_4795208038?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2010, 201 000 км",3-Series,2010,2.0,бензин,задний,136,201000,,920000,https://www.avito.ru/novokorsunskaya/avtomobili/bmw_3_seriya_2.0_at_2010_201_000_km_7238446171?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2019, 96 600 км",3-Series,2019,2.0,дизель,полный,190,96600,,3300000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_96_600_km_7239114986?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X1 2.0 AT, 2011, 184 000 км",X1,2011,2.0,бензин,задний,150,184000,,1180000,https://www.avito.ru/tula/avtomobili/bmw_x1_2.0_at_2011_184_000_km_4704036578?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2011, 158 470 км",3-Series,2011,2.0,бензин,задний,136,158470,,1200000,https://www.avito.ru/korenovsk/avtomobili/bmw_3_seriya_2.0_at_2011_158_470_km_4686144950?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2019, 110 000 км",3-Series,2019,2.0,бензин,задний,258,110000,,2750000,https://www.avito.ru/minsk/avtomobili/bmw_3_seriya_2.0_at_2019_110_000_km_4281381787?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2020, 36 000 км",3-Series,2020,2.0,бензин,задний,184,36000,,2730000,https://www.avito.ru/omsk/avtomobili/bmw_3_seriya_2.0_at_2020_36_000_km_4677086994?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 3 серия 2.0 AT, 2021, 44 000 км",3-Series,2021,2.0,бензин,полный,258,44000,,2480000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2021_44_000_km_4453499604?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW X6 M 4.4 AT, 2021, 56 000 км",X6,2021,4.4,бензин,полный,625,56000,,10750000,https://www.avito.ru/alushta/avtomobili/bmw_x6_m_4.4_at_2021_56_000_km_7257038961?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InF6Z2xKYnluTGR5a0pNUXAiO32Na7UGJgAAAA
"BMW 5 серия 2.0 AT, 2012, 235 500 км",5-Series,2012,2.0,бензин,задний,245,235500,,1400000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2012_235_500_km_4795208038?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X3 2.0 AT, 2012, 75 000 км",X3,2012,2.0,бензин,полный,184,75000,,2500000,https://www.avito.ru/novyy_urengoy/avtomobili/bmw_x3_2.0_at_2012_75_000_km_7260836057?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X6 M 4.4 AT, 2021, 56 000 км",X6,2021,4.4,бензин,полный,625,56000,,10750000,https://www.avito.ru/alushta/avtomobili/bmw_x6_m_4.4_at_2021_56_000_km_7257038961?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2012, 237 000 км",3-Series,2012,2.0,бензин,задний,245,237000,,1750000,https://www.avito.ru/simferopol/avtomobili/bmw_3_seriya_2.0_at_2012_237_000_km_4610074036?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2015, 173 000 км",3-Series,2015,2.0,бензин,полный,184,173000,,2100000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_3_seriya_2.0_at_2015_173_000_km_7215844570?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2020, 36 000 км",3-Series,2020,2.0,бензин,задний,184,36000,,2730000,https://www.avito.ru/omsk/avtomobili/bmw_3_seriya_2.0_at_2020_36_000_km_4677086994?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия GT 3.0 AT, 2011, 233 000 км",5-Series,2011,3.0,дизель,полный,245,233000,,1719000,https://www.avito.ru/mytischi/avtomobili/bmw_5_seriya_gt_3.0_at_2011_233_000_km_4733967899?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2019, 110 000 км",3-Series,2019,2.0,бензин,задний,258,110000,,2750000,https://www.avito.ru/minsk/avtomobili/bmw_3_seriya_2.0_at_2019_110_000_km_4281381787?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X1 2.0 AT, 2020, 44 000 км",X1,2020,2.0,бензин,полный,231,44000,,2850000,https://www.avito.ru/perm/avtomobili/bmw_x1_2.0_at_2020_44_000_km_4611220524?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X5 3.0 AT, 2016, 131 500 км",X5,2016,3.0,дизель,полный,313,131500,,3950000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2016_131_500_km_7207250765?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X6 3.0 AT, 2013, 144 695 км",X6,2013,3.0,дизель,полный,245,144695,,2420000,https://www.avito.ru/gatchina/avtomobili/bmw_x6_3.0_at_2013_144_695_km_5010254778?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 7 серия 3.0 AT, 2014, 97 200 км",7-Series,2014,3.0,бензин,полный,320,97200,,2200000,https://www.avito.ru/krasnodar/avtomobili/bmw_7_seriya_3.0_at_2014_97_200_km_4971598218?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X5 3.0 AT, 2013, 185 000 км",X5,2013,3.0,бензин,полный,306,185000,,1670000,https://www.avito.ru/tula/avtomobili/bmw_x5_3.0_at_2013_185_000_km_4593032938?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X5 4.4 AT, 2013, 165 000 км",X5,2013,4.4,бензин,полный,450,165000,,2600000,https://www.avito.ru/noginsk/avtomobili/bmw_x5_4.4_at_2013_165_000_km_7252278491?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X3 2.0 AT, 2018, 118 000 км",X3,2018,2.0,дизель,полный,190,118000,,3350000,https://www.avito.ru/vologda/avtomobili/bmw_x3_2.0_at_2018_118_000_km_7258047830?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 2.0 AT, 2013, 170 000 км",5-Series,2013,2.0,дизель,задний,184,170000,,1600000,https://www.avito.ru/ryazan/avtomobili/bmw_5_seriya_2.0_at_2013_170_000_km_5003622469?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 2.0 AT, 2017, 85 000 км",5-Series,2017,2.0,бензин,полный,249,85000,,3400000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_85_000_km_4701850632?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2021, 32 000 км",3-Series,2021,2.0,бензин,задний,258,32000,,3499000,https://www.avito.ru/simferopol/avtomobili/bmw_3_seriya_2.0_at_2021_32_000_km_7241164750?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 2.0 AT, 2017, 201 000 км",5-Series,2017,2.0,дизель,задний,190,201000,,2690000,https://www.avito.ru/groznyy/avtomobili/bmw_5_seriya_2.0_at_2017_201_000_km_4321082698?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 2.0 AT, 2016, 169 710 км",5-Series,2016,2.0,бензин,полный,245,169710,,2395000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_5_seriya_2.0_at_2016_169_710_km_7197329326?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 3.0 AT, 2011, 221 000 км",5-Series,2011,3.0,бензин,полный,306,221000,,2000000,https://www.avito.ru/achhoy-martan/avtomobili/bmw_5_seriya_3.0_at_2011_221_000_km_4699924637?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 1 серия 1.6 AT, 2012, 200 000 км",1-Series,2012,1.6,бензин,задний,136,200000,,1070000,https://www.avito.ru/novorossiysk/avtomobili/bmw_1_seriya_1.6_at_2012_200_000_km_4669206421?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия GT 3.0 AT, 2013, 189 500 км",5-Series,2013,3.0,дизель,полный,258,189500,,2490000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_gt_3.0_at_2013_189_500_km_4632567387?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X6 3.0 AT, 2010, 188 000 км",X6,2010,3.0,дизель,полный,235,188000,,2000000,https://www.avito.ru/irkutsk/avtomobili/bmw_x6_3.0_at_2010_188_000_km_4664776310?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2016, 140 000 км",3-Series,2016,2.0,бензин,полный,184,140000,,1950000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2016_140_000_km_4593213572?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 3.0 AT, 2014, 190 600 км",5-Series,2014,3.0,дизель,полный,313,190600,,2490000,https://www.avito.ru/bryansk/avtomobili/bmw_5_seriya_3.0_at_2014_190_600_km_4479483484?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X6 3.0 AT, 2018, 77 355 км",X6,2018,3.0,дизель,полный,249,77355,,4500000,https://www.avito.ru/krasnodar/avtomobili/bmw_x6_3.0_at_2018_77_355_km_4015916456?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X5 3.0 AT, 2015, 192 000 км",X5,2015,3.0,дизель,полный,249,192000,,3150000,https://www.avito.ru/kaluga/avtomobili/bmw_x5_3.0_at_2015_192_000_km_4937502369?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X6 3.0 AT, 2010, 212 000 км",X6,2010,3.0,бензин,полный,306,212000,,1495000,https://www.avito.ru/krasnodar/avtomobili/bmw_x6_3.0_at_2010_212_000_km_4303230515?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 2.0 AT, 2013, 266 000 км",5-Series,2013,2.0,бензин,задний,184,266000,,1395000,https://www.avito.ru/kazan/avtomobili/bmw_5_seriya_2.0_at_2013_266_000_km_7252870567?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 5 серия 3.0 AT, 2013, 133 400 км",5-Series,2013,3.0,дизель,полный,258,133400,,2400000,https://www.avito.ru/perm/avtomobili/bmw_5_seriya_3.0_at_2013_133_400_km_7209367189?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 3 серия 2.0 AT, 2016, 130 100 км",3-Series,2016,2.0,дизель,полный,190,130100,,2085000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2016_130_100_km_4396780292?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW M5 4.4 AT, 2024, 23 000 км",M5,2024,4.4,бензин,полный,625,23000,,8999999,https://www.avito.ru/ust-labinsk/avtomobili/bmw_m5_4.4_at_2024_23_000_km_4749475734?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X5 2.0 AT, 2015, 237 000 км",X5,2015,2.0,гибрид,полный,245,237000,,2300000,https://www.avito.ru/kotelniki/avtomobili/bmw_x5_2.0_at_2015_237_000_km_4858012033?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X4 2.0 AT, 2021, 19 000 км",X4,2021,2.0,бензин,полный,249,19000,,5450000,https://www.avito.ru/minsk/avtomobili/bmw_x4_2.0_at_2021_19_000_km_3902892371?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X1 2.0 AT, 2020, 77 100 км",X1,2020,2.0,бензин,полный,231,77100,,3100000,https://www.avito.ru/slavyansk-na-kubani/avtomobili/bmw_x1_2.0_at_2020_77_100_km_4491122054?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW X6 3.0 AT, 2015, 88 000 км",X6,2015,3.0,дизель,полный,249,88000,,4200000,https://www.avito.ru/sevastopol/avtomobili/bmw_x6_3.0_at_2015_88_000_km_7199631060?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
"BMW 1 серия 1.6 AT, 2013, 243 000 км",1-Series,2013,1.6,бензин,задний,136,243000,,820000,https://www.avito.ru/kudrovo/avtomobili/bmw_1_seriya_1.6_at_2013_243_000_km_7249097841?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImtmT2VtUFhZdEVjdW1tdG0iO31u5VjcJgAAAA
